transaction_id,transaction_date,store_id,product_id,quantity,unit_price,discount_amount,total_amount
18712,2023-06-18,2,55,2,37.66,6.44,68.88
18713,2024-06-23,2,62,4,25.71,3.62,99.22
18714,2023-07-23,13,45,4,24.28,2.88,94.24
18715,2024-09-30,3,35,5,16.15,1.52,79.23
18716,2024-02-17,7,29,4,35.56,0.32,141.92
18717,2023-07-20,4,52,2,27.47,4.71,50.23
18718,2023-05-18,17,39,5,32.78,5.04,158.86
18719,2023-02-17,16,84,1,45.57,6.63,38.94
18720,2023-06-12,20,91,4,18.04,2.37,69.79
18721,2024-11-10,6,56,2,21.49,1.78,41.2
18722,2024-03-04,9,17,4,45.83,9.0,174.32
18723,2023-07-23,5,99,3,27.38,1.45,80.69
18724,2023-08-27,8,34,2,10.95,1.78,20.12
18725,2024-03-16,4,85,3,33.9,1.92,99.78
18726,2023-10-28,12,77,4,34.42,4.77,132.91
18727,2022-11-28,3,15,1,13.72,0.44,13.28
18728,2024-12-08,17,6,1,34.57,5.06,29.51
18729,2022-01-07,4,7,4,11.62,1.87,44.61
18730,2022-03-27,6,92,4,43.72,5.97,168.91
18731,2023-07-06,5,95,3,24.14,4.67,67.75
18732,2024-12-13,3,39,4,32.78,3.46,127.66
18733,2024-08-05,10,81,1,32.97,4.19,28.78
18734,2023-03-24,11,98,4,10.82,1.29,41.99
18735,2023-12-02,20,38,3,6.34,0.36,18.66
18736,2022-03-25,20,68,2,18.44,3.56,33.32
18737,2022-09-13,10,84,3,45.57,6.38,130.33
18738,2022-06-01,7,19,3,48.57,7.5,138.21
18739,2023-11-24,6,91,1,18.04,0.37,17.67
18740,2024-04-27,4,71,2,16.02,3.13,28.91
18741,2022-11-23,13,92,1,43.72,6.17,37.55
18742,2024-11-21,12,90,2,25.24,0.09,50.39
18743,2023-10-20,19,55,1,37.66,7.34,30.32
18744,2023-11-20,18,31,2,28.76,3.96,53.56
18745,2022-08-24,15,70,5,35.53,4.04,173.61
18746,2024-03-03,1,31,1,28.76,1.87,26.89
18747,2022-08-01,14,12,5,11.01,0.38,54.67
18748,2024-12-01,17,51,4,19.53,3.4,74.72
18749,2024-01-08,13,70,2,35.53,5.45,65.61
18750,2023-04-09,7,4,3,45.62,1.67,135.19
18751,2023-02-12,8,76,1,25.58,3.81,21.77
18752,2023-02-16,18,36,1,38.04,6.01,32.03
18753,2022-03-13,12,50,4,13.06,0.67,51.57
18754,2022-01-16,9,43,5,33.23,1.34,164.81
18755,2024-04-13,14,97,3,12.08,0.05,36.19
18756,2024-04-24,16,2,1,22.76,0.16,22.6
18757,2022-03-30,5,93,4,6.45,0.16,25.64
18758,2024-06-15,6,48,4,11.99,0.55,47.41
18759,2022-03-30,19,19,2,48.57,2.11,95.03
18760,2022-03-17,17,67,3,33.78,5.93,95.41
18761,2023-10-22,15,38,5,6.34,0.69,31.01
18762,2023-06-27,9,30,1,10.63,0.8,9.83
18763,2024-01-05,6,61,4,39.42,0.42,157.26
18764,2023-12-20,10,24,4,46.96,4.57,183.27
18765,2022-09-29,5,29,4,35.56,2.35,139.89
18766,2024-11-27,19,46,4,30.48,5.89,116.03
18767,2023-09-18,17,57,5,39.74,4.89,193.81
18768,2023-07-11,10,57,2,39.74,1.82,77.66
18769,2022-02-17,6,20,2,9.69,0.72,18.66
18770,2022-09-16,1,87,1,9.08,0.34,8.74
18771,2023-02-22,8,99,1,27.38,3.97,23.41
18772,2024-04-30,13,96,5,20.44,1.19,101.01
18773,2023-11-27,12,15,2,13.72,2.03,25.41
18774,2024-08-21,6,54,2,15.05,2.22,27.88
18775,2022-11-30,4,90,2,25.24,4.9,45.58
18776,2024-06-22,11,74,3,43.36,7.77,122.31
18777,2022-02-06,5,52,3,27.47,2.6,79.81
18778,2024-01-21,6,26,3,13.84,1.88,39.64
18779,2024-05-29,4,56,3,21.49,2.78,61.69
18780,2024-02-26,12,92,2,43.72,7.46,79.98
18781,2023-02-11,3,19,4,48.57,0.72,193.56
18782,2022-04-06,4,88,2,49.12,4.46,93.78
18783,2022-01-25,15,86,1,8.61,0.23,8.38
18784,2023-08-09,3,25,5,18.58,3.54,89.36
18785,2024-08-18,5,18,4,40.16,4.64,156.0
18786,2023-11-13,1,88,4,49.12,2.63,193.85
18787,2024-09-25,19,82,2,30.89,3.6,58.18
18788,2022-06-17,3,30,2,10.63,1.58,19.68
18789,2022-01-31,17,11,1,10.43,0.7,9.73
18790,2024-09-04,15,65,2,45.47,6.25,84.69
18791,2024-08-27,16,58,3,20.63,0.45,61.44
18792,2022-04-06,1,3,2,19.01,1.86,36.16
18793,2024-12-20,9,59,5,41.33,1.28,205.37
18794,2024-08-30,15,72,5,5.33,0.38,26.27
18795,2024-03-12,12,31,2,28.76,4.08,53.44
18796,2024-02-05,3,5,4,18.65,3.48,71.12
18797,2023-11-16,10,55,3,37.66,1.86,111.12
18798,2022-09-19,5,81,5,32.97,1.09,163.76
18799,2022-02-07,4,44,2,11.45,1.57,21.33
18800,2024-07-20,7,88,2,49.12,3.43,94.81
18801,2024-06-27,9,89,2,46.9,8.46,85.34
18802,2022-12-28,9,29,1,35.56,5.7,29.86
18803,2024-01-01,20,69,5,13.27,0.59,65.76
18804,2023-02-03,12,98,4,10.82,1.8,41.48
18805,2022-05-11,11,53,2,30.62,5.5,55.74
18806,2024-09-03,14,92,2,43.72,4.45,82.99
18807,2024-03-29,1,54,3,15.05,1.52,43.63
18808,2023-01-04,6,78,2,6.94,1.3,12.58
18809,2023-12-16,16,69,4,13.27,0.18,52.9
18810,2024-08-05,20,47,1,48.84,5.93,42.91
18811,2023-05-03,7,91,5,18.04,2.32,87.88
18812,2024-03-28,15,20,4,9.69,0.01,38.75
18813,2022-07-14,5,70,5,35.53,6.8,170.85
18814,2024-03-09,6,52,3,27.47,3.8,78.61
18815,2023-11-04,1,95,4,24.14,1.27,95.29
18816,2024-12-09,1,52,3,27.47,4.53,77.88
18817,2024-08-20,1,25,5,18.58,3.48,89.42
18818,2022-11-28,1,40,3,10.11,0.96,29.37
18819,2022-03-25,5,92,2,43.72,7.66,79.78
18820,2022-07-01,2,42,5,40.99,0.31,204.64
18821,2022-05-01,16,92,5,43.72,3.05,215.55
18822,2024-11-03,12,3,1,19.01,1.77,17.24
18823,2023-01-05,11,67,3,33.78,6.2,95.14
18824,2022-12-11,1,92,3,43.72,2.6,128.56
18825,2024-08-11,10,73,3,30.23,5.49,85.2
18826,2022-11-07,3,32,3,43.56,0.65,130.03
18827,2023-06-30,20,70,4,35.53,3.55,138.57
18828,2022-02-01,16,41,5,15.61,2.73,75.32
18829,2023-07-04,17,23,2,25.88,2.69,49.07
18830,2024-03-21,18,87,5,9.08,0.58,44.82
18831,2022-06-19,1,6,5,34.57,0.22,172.63
18832,2022-09-30,18,23,1,25.88,3.04,22.84
18833,2024-08-12,2,45,2,24.28,1.92,46.64
18834,2023-05-22,11,65,4,45.47,5.17,176.71
18835,2024-10-06,16,63,4,20.15,1.0,79.6
18836,2023-01-12,2,50,1,13.06,1.71,11.35
18837,2022-07-21,7,68,3,18.44,2.59,52.73
18838,2022-09-18,14,76,2,25.58,3.66,47.5
18839,2022-04-01,2,52,4,27.47,2.07,107.81
18840,2023-05-11,4,46,2,30.48,1.59,59.37
18841,2022-09-18,12,99,2,27.38,2.29,52.47
18842,2023-07-31,13,62,4,25.71,3.51,99.33
18843,2024-08-03,12,89,5,46.9,1.25,233.25
18844,2023-06-17,4,76,4,25.58,3.15,99.17
18845,2023-05-12,10,8,4,21.65,0.57,86.03
18846,2022-11-23,12,62,2,25.71,2.63,48.79
18847,2022-01-13,3,6,5,34.57,2.06,170.79
18848,2022-11-26,12,12,2,11.01,0.9,21.12
18849,2023-11-17,13,97,4,12.08,0.62,47.7
18850,2022-11-08,4,19,5,48.57,8.99,233.86
18851,2023-05-29,13,48,3,11.99,1.12,34.85
18852,2024-03-05,16,13,3,6.61,0.7,19.13
18853,2022-11-04,1,33,5,15.15,0.28,75.47
18854,2022-04-25,9,14,3,14.09,2.32,39.95
18855,2024-06-15,3,10,2,26.45,3.53,49.37
18856,2022-06-30,8,6,5,34.57,4.8,168.05
18857,2024-05-10,16,79,2,34.86,2.07,67.65
18858,2024-10-17,7,47,3,48.84,5.25,141.27
18859,2023-07-18,19,5,5,18.65,1.74,91.51
18860,2022-11-10,5,14,4,14.09,2.15,54.21
18861,2022-09-14,7,93,4,6.45,0.69,25.11
18862,2024-12-27,7,76,5,25.58,0.05,127.85
18863,2023-12-30,12,23,2,25.88,4.44,47.32
18864,2023-04-17,3,84,3,45.57,5.88,130.83
18865,2024-07-26,19,50,2,13.06,1.24,24.88
18866,2022-07-16,2,62,2,25.71,0.95,50.47
18867,2023-11-10,19,69,4,13.27,2.41,50.67
18868,2024-08-26,3,60,1,8.24,0.92,7.32
18869,2023-05-18,2,14,3,14.09,1.55,40.72
18870,2023-06-24,13,50,3,13.06,1.75,37.43
18871,2024-04-11,12,97,2,12.08,1.29,22.87
18872,2023-09-11,7,11,1,10.43,0.09,10.34
18873,2023-07-08,14,26,3,13.84,1.61,39.91
18874,2024-07-03,12,78,2,6.94,1.2,12.68
18875,2022-11-16,1,54,5,15.05,0.37,74.88
18876,2023-12-03,20,72,4,5.33,0.88,20.44
18877,2024-08-11,13,27,4,29.45,5.7,112.1
18878,2023-10-21,13,15,4,13.72,1.66,53.22
18879,2024-01-11,8,32,5,43.56,7.06,210.74
18880,2023-09-14,6,99,2,27.38,3.27,51.49
18881,2024-06-26,12,13,5,6.61,0.93,32.12
18882,2022-01-28,17,30,5,10.63,0.81,52.34
18883,2024-05-11,2,81,1,32.97,2.56,30.41
18884,2023-07-01,15,99,1,27.38,0.22,27.16
18885,2024-03-31,7,75,1,12.48,2.49,9.99
18886,2024-01-16,6,23,1,25.88,4.42,21.46
18887,2023-10-23,10,47,2,48.84,2.31,95.37
18888,2022-05-26,15,18,4,40.16,2.14,158.5
18889,2024-03-07,10,63,5,20.15,1.86,98.89
18890,2023-01-25,5,89,3,46.9,3.81,136.89
18891,2022-11-02,13,87,5,9.08,1.73,43.67
18892,2023-08-13,1,41,5,15.61,2.34,75.71
18893,2024-03-08,4,33,5,15.15,0.89,74.86
18894,2022-01-10,5,86,4,8.61,0.62,33.82
18895,2024-12-14,5,52,1,27.47,1.52,25.95
18896,2022-03-16,8,73,5,30.23,1.31,149.84
18897,2023-06-22,17,47,4,48.84,6.95,188.41
18898,2022-05-05,1,58,4,20.63,2.26,80.26
18899,2022-05-12,15,80,4,47.94,7.74,184.02
18900,2024-02-19,5,89,4,46.9,3.34,184.26
18901,2024-01-14,14,51,1,19.53,3.22,16.31
18902,2022-01-01,16,5,5,18.65,0.7,92.55
18903,2023-11-29,17,21,1,6.97,0.7,6.27
18904,2023-07-14,14,51,1,19.53,1.25,18.28
18905,2022-02-08,12,75,2,12.48,0.09,24.87
18906,2024-06-03,13,1,1,42.31,2.04,40.27
18907,2024-09-09,3,93,4,6.45,0.21,25.59
18908,2022-01-31,10,80,2,47.94,9.31,86.57
18909,2023-10-24,20,17,4,45.83,7.59,175.73
18910,2023-11-01,16,26,5,13.84,0.96,68.24
18911,2024-10-26,6,59,1,41.33,4.4,36.93
18912,2023-05-14,16,88,5,49.12,5.81,239.79
18913,2022-05-09,15,18,4,40.16,1.76,158.88
18914,2024-11-30,15,31,2,28.76,1.45,56.07
18915,2022-08-11,8,15,2,13.72,0.62,26.82
18916,2024-04-03,13,31,1,28.76,3.29,25.47
18917,2022-03-09,4,47,1,48.84,6.11,42.73
18918,2024-07-23,18,98,1,10.82,1.73,9.09
18919,2024-04-15,15,94,4,17.23,1.23,67.69
18920,2024-06-04,9,56,2,21.49,0.19,42.79
18921,2023-10-31,11,31,4,28.76,4.03,111.01
18922,2024-01-14,10,25,4,18.58,0.35,73.97
18923,2023-05-15,10,20,2,9.69,1.66,17.72
18924,2023-12-10,15,44,5,11.45,1.79,55.46
18925,2022-07-05,19,37,3,9.32,1.38,26.58
18926,2022-06-14,9,30,4,10.63,0.69,41.83
18927,2023-04-11,15,45,3,24.28,2.4,70.44
18928,2022-04-25,5,21,3,6.97,1.27,19.64
18929,2022-05-22,11,28,3,49.38,5.91,142.23
18930,2023-09-24,3,57,2,39.74,7.48,72.0
18931,2024-02-02,1,5,4,18.65,2.13,72.47
18932,2023-01-09,12,17,3,45.83,3.69,133.8
18933,2022-05-10,20,73,1,30.23,4.73,25.5
18934,2024-01-16,3,38,1,6.34,0.66,5.68
18935,2022-09-16,5,5,2,18.65,2.32,34.98
18936,2024-12-26,7,84,1,45.57,7.0,38.57
18937,2023-03-28,5,36,4,38.04,6.28,145.88
18938,2023-06-08,15,72,2,5.33,0.32,10.34
18939,2024-12-06,20,64,1,16.52,0.75,15.77
18940,2024-11-13,15,14,1,14.09,2.57,11.52
18941,2022-07-07,7,85,3,33.9,0.11,101.59
18942,2024-05-29,9,94,3,17.23,2.47,49.22
18943,2022-04-25,3,100,3,25.19,1.11,74.46
18944,2022-09-06,1,33,1,15.15,1.4,13.75
18945,2024-05-13,16,54,4,15.05,2.29,57.91
18946,2024-03-27,4,74,3,43.36,5.03,125.05
18947,2022-08-27,8,55,1,37.66,4.07,33.59
18948,2024-12-16,6,55,3,37.66,3.99,108.99
18949,2022-10-15,8,50,2,13.06,2.33,23.79
18950,2023-07-19,4,13,1,6.61,0.8,5.81
18951,2022-10-31,8,19,3,48.57,8.76,136.95
18952,2024-01-23,9,72,3,5.33,0.2,15.79
18953,2024-10-26,16,60,1,8.24,0.45,7.79
18954,2024-12-05,8,27,3,29.45,5.77,82.58
18955,2022-04-18,2,27,1,29.45,0.29,29.16
18956,2022-04-01,4,82,3,30.89,4.75,87.92
18957,2023-07-02,8,62,3,25.71,3.09,74.04
18958,2024-11-30,12,63,1,20.15,0.85,19.3
18959,2023-11-25,20,85,1,33.9,3.51,30.39
18960,2022-10-30,10,11,1,10.43,1.48,8.95
18961,2023-05-07,11,8,5,21.65,4.06,104.19
18962,2023-11-12,13,91,4,18.04,3.09,69.07
18963,2024-09-02,12,20,5,9.69,0.21,48.24
18964,2024-01-11,1,27,5,29.45,3.58,143.67
18965,2024-08-18,10,74,3,43.36,7.92,122.16
18966,2024-01-07,7,9,1,28.54,1.79,26.75
18967,2023-05-11,4,44,1,11.45,0.86,10.59
18968,2024-11-26,5,95,3,24.14,4.65,67.77
18969,2022-03-02,20,25,2,18.58,1.62,35.54
18970,2023-08-06,9,13,2,6.61,0.16,13.06
18971,2022-11-14,16,96,2,20.44,4.0,36.88
18972,2023-08-29,11,14,1,14.09,1.95,12.14
18973,2024-12-07,3,21,5,6.97,0.08,34.77
18974,2023-01-07,9,46,4,30.48,1.27,120.65
18975,2024-05-25,18,86,5,8.61,1.2,41.85
18976,2022-10-26,6,28,5,49.38,5.03,241.87
18977,2023-05-02,11,98,1,10.82,0.79,10.03
18978,2024-12-20,12,100,4,25.19,2.64,98.12
18979,2023-07-20,10,36,3,38.04,0.87,113.25
18980,2023-05-20,13,22,5,33.49,0.28,167.17
18981,2022-03-16,19,31,3,28.76,0.83,85.45
18982,2023-12-28,4,9,3,28.54,3.03,82.59
18983,2023-07-25,16,5,1,18.65,0.25,18.4
18984,2024-10-18,10,27,3,29.45,3.18,85.17
18985,2023-05-12,2,38,5,6.34,1.09,30.61
18986,2024-08-07,9,11,4,10.43,0.25,41.47
18987,2022-05-07,8,84,1,45.57,2.62,42.95
18988,2023-02-01,8,39,5,32.78,4.23,159.67
18989,2024-04-10,10,12,2,11.01,0.52,21.5
18990,2024-03-07,7,45,5,24.28,3.4,118.0
18991,2024-07-05,4,22,1,33.49,1.48,32.01
18992,2023-11-02,1,30,1,10.63,0.95,9.68
18993,2022-12-06,13,32,2,43.56,3.23,83.89
18994,2023-07-22,17,37,4,9.32,0.72,36.56
18995,2022-05-25,8,62,1,25.71,1.59,24.12
18996,2022-04-18,14,69,2,13.27,2.3,24.24
18997,2023-01-07,4,33,2,15.15,2.76,27.54
18998,2022-03-21,8,84,5,45.57,0.92,226.93
18999,2023-02-08,4,3,2,19.01,1.42,36.6
19000,2023-01-16,12,86,3,8.61,0.37,25.46
19001,2022-02-17,1,38,1,6.34,1.08,5.26
19002,2022-05-07,12,94,4,17.23,2.18,66.74
19003,2024-08-05,12,86,1,8.61,0.7,7.91
19004,2022-05-06,13,75,3,12.48,1.04,36.4
19005,2022-04-22,7,96,1,20.44,0.27,20.17
19006,2024-01-08,2,81,3,32.97,1.65,97.26
19007,2024-12-02,4,34,4,10.95,0.77,43.03
19008,2023-12-28,20,89,1,46.9,3.74,43.16
19009,2023-07-02,14,2,5,22.76,2.9,110.9
19010,2023-10-29,5,55,2,37.66,0.86,74.46
19011,2024-06-30,3,69,5,13.27,0.32,66.03
19012,2022-10-09,5,65,5,45.47,7.48,219.87
19013,2023-02-19,10,60,5,8.24,0.83,40.37
19014,2022-08-30,11,25,5,18.58,2.89,90.01
19015,2022-02-16,4,86,3,8.61,0.83,25.0
19016,2024-10-21,20,44,5,11.45,0.72,56.53
19017,2022-11-23,10,74,5,43.36,4.75,212.05
19018,2022-03-10,11,15,2,13.72,1.48,25.96
19019,2024-12-11,1,35,5,16.15,2.94,77.81
19020,2022-05-17,6,50,3,13.06,1.43,37.75
19021,2022-07-16,10,4,2,45.62,0.29,90.95
19022,2022-01-01,1,7,4,11.62,1.16,45.32
19023,2023-09-10,10,95,3,24.14,1.18,71.24
19024,2022-12-12,19,44,1,11.45,1.07,10.38
19025,2023-10-30,7,74,4,43.36,6.29,167.15
19026,2023-10-12,15,22,5,33.49,3.63,163.82
19027,2024-11-18,2,7,1,11.62,1.99,9.63
19028,2024-07-28,14,21,3,6.97,0.74,20.17
19029,2024-07-09,20,98,4,10.82,0.45,42.83
19030,2024-05-07,20,75,4,12.48,0.73,49.19
19031,2023-08-31,9,44,1,11.45,0.56,10.89
19032,2022-09-24,16,42,2,40.99,2.74,79.24
19033,2024-02-07,4,34,3,10.95,1.94,30.91
19034,2022-05-31,9,14,5,14.09,0.56,69.89
19035,2023-01-02,3,27,4,29.45,5.61,112.19
19036,2023-08-27,11,12,2,11.01,0.43,21.59
19037,2023-09-22,1,73,4,30.23,3.47,117.45
19038,2024-08-19,1,16,3,28.18,0.11,84.43
19039,2024-07-10,15,64,5,16.52,3.15,79.45
19040,2023-09-15,4,3,1,19.01,3.41,15.6
19041,2024-01-15,17,38,2,6.34,0.54,12.14
19042,2024-03-13,15,16,1,28.18,2.3,25.88
19043,2022-09-21,7,97,2,12.08,1.02,23.14
19044,2024-12-08,1,99,3,27.38,4.47,77.67
19045,2024-07-24,18,93,5,6.45,1.05,31.2
19046,2022-09-23,10,29,3,35.56,0.53,106.15
19047,2023-12-15,2,16,3,28.18,3.71,80.83
19048,2022-08-24,3,1,2,42.31,3.15,81.47
19049,2024-09-14,1,12,4,11.01,1.27,42.77
19050,2022-04-17,12,67,1,33.78,3.23,30.55
19051,2024-05-12,18,97,3,12.08,0.53,35.71
19052,2023-02-03,9,23,3,25.88,0.32,77.32
19053,2024-06-24,2,5,2,18.65,3.72,33.58
19054,2022-09-25,10,27,1,29.45,2.85,26.6
19055,2022-12-28,20,59,1,41.33,7.58,33.75
19056,2024-04-06,12,90,5,25.24,4.75,121.45
19057,2023-08-19,20,33,4,15.15,1.0,59.6
19058,2023-07-25,17,94,3,17.23,3.05,48.64
19059,2022-05-21,9,47,2,48.84,8.2,89.48
19060,2022-10-09,5,48,1,11.99,2.27,9.72
19061,2022-10-09,15,3,4,19.01,1.7,74.34
19062,2023-03-26,5,1,5,42.31,5.68,205.87
19063,2022-06-08,19,51,5,19.53,0.3,97.35
19064,2022-01-01,9,15,4,13.72,1.49,53.39
19065,2022-11-01,16,81,1,32.97,3.92,29.05
19066,2024-04-28,10,58,1,20.63,0.34,20.29
19067,2022-07-23,4,32,1,43.56,3.21,40.35
19068,2024-10-05,15,37,1,9.32,1.58,7.74
19069,2022-11-13,10,13,2,6.61,1.08,12.14
19070,2023-02-23,9,62,2,25.71,1.8,49.62
19071,2022-12-08,15,69,4,13.27,1.89,51.19
19072,2023-07-03,19,62,5,25.71,2.86,125.69
19073,2023-01-09,16,35,3,16.15,2.52,45.93
19074,2023-07-09,13,45,2,24.28,0.25,48.31
19075,2023-12-18,10,16,3,28.18,1.94,82.6
19076,2024-04-12,12,1,3,42.31,1.3,125.63
19077,2024-10-31,16,93,1,6.45,1.25,5.2
19078,2024-09-23,6,61,2,39.42,6.59,72.25
19079,2023-06-03,19,78,1,6.94,1.23,5.71
19080,2023-01-12,19,70,4,35.53,1.86,140.26
19081,2023-01-09,7,87,2,9.08,0.43,17.73
19082,2023-04-12,14,29,4,35.56,3.91,138.33
19083,2022-08-05,3,10,1,26.45,2.25,24.2
19084,2023-01-20,7,75,3,12.48,1.76,35.68
19085,2023-03-06,6,90,5,25.24,0.27,125.93
19086,2022-05-09,14,96,5,20.44,1.23,100.97
19087,2024-07-09,7,33,5,15.15,1.89,73.86
19088,2022-04-15,10,63,3,20.15,2.99,57.46
19089,2024-12-24,7,23,4,25.88,4.95,98.57
19090,2022-05-30,10,76,2,25.58,3.02,48.14
19091,2024-07-04,1,10,2,26.45,5.05,47.85
19092,2024-08-10,7,78,5,6.94,0.35,34.35
19093,2023-10-23,14,28,2,49.38,4.9,93.86
19094,2023-08-27,3,32,4,43.56,3.15,171.09
19095,2023-12-19,5,80,5,47.94,8.01,231.69
19096,2022-08-04,20,75,3,12.48,0.33,37.11
19097,2022-11-02,11,73,5,30.23,2.42,148.73
19098,2023-02-01,4,96,3,20.44,2.42,58.9
19099,2022-04-14,13,67,3,33.78,1.13,100.21
19100,2023-11-08,16,74,2,43.36,2.74,83.98
19101,2023-08-20,8,31,2,28.76,1.23,56.29
19102,2024-07-27,7,78,5,6.94,1.37,33.33
19103,2024-05-06,12,84,4,45.57,8.38,173.9
19104,2024-02-09,14,7,5,11.62,1.45,56.65
19105,2023-11-05,7,78,1,6.94,0.75,6.19
19106,2022-12-26,1,66,5,23.76,1.21,117.59
19107,2023-12-09,16,39,2,32.78,5.61,59.95
19108,2022-01-29,15,21,2,6.97,1.27,12.67
19109,2022-07-26,7,58,4,20.63,0.16,82.36
19110,2022-06-23,18,47,3,48.84,0.64,145.88
19111,2024-08-13,19,13,2,6.61,0.49,12.73
19112,2023-05-10,7,60,5,8.24,0.53,40.67
19113,2023-10-12,10,54,5,15.05,1.74,73.51
19114,2024-01-06,5,82,4,30.89,1.9,121.66
19115,2023-10-18,11,99,2,27.38,3.44,51.32
19116,2023-10-02,19,31,1,28.76,3.35,25.41
19117,2023-03-23,17,92,5,43.72,2.52,216.08
19118,2024-06-11,6,98,2,10.82,1.2,20.44
19119,2024-03-18,11,13,3,6.61,0.3,19.53
19120,2023-08-03,5,81,1,32.97,6.08,26.89
19121,2022-05-16,7,79,3,34.86,3.47,101.11
19122,2024-06-22,6,37,2,9.32,1.57,17.07
19123,2023-04-01,7,79,3,34.86,1.86,102.72
19124,2023-10-09,17,1,1,42.31,0.49,41.82
19125,2024-09-05,18,34,2,10.95,1.57,20.33
19126,2023-07-16,9,19,4,48.57,4.25,190.03
19127,2022-09-13,19,20,4,9.69,0.07,38.69
19128,2023-06-21,13,99,3,27.38,5.24,76.9
19129,2022-05-02,11,9,4,28.54,0.74,113.42
19130,2022-03-21,19,12,3,11.01,1.56,31.47
19131,2023-06-02,12,96,2,20.44,0.8,40.08
19132,2023-04-23,13,80,5,47.94,8.93,230.77
19133,2023-11-16,18,47,5,48.84,2.24,241.96
19134,2022-04-05,10,22,5,33.49,4.83,162.62
19135,2024-10-27,5,35,5,16.15,2.69,78.06
19136,2023-06-30,7,85,4,33.9,0.28,135.32
19137,2023-12-18,20,14,2,14.09,1.86,26.32
19138,2024-08-27,3,87,2,9.08,1.63,16.53
19139,2023-10-23,7,97,4,12.08,1.53,46.79
19140,2024-08-06,5,32,1,43.56,8.13,35.43
19141,2023-09-12,13,20,4,9.69,1.39,37.37
19142,2024-06-17,19,43,1,33.23,0.21,33.02
19143,2023-08-09,5,68,5,18.44,1.04,91.16
19144,2022-12-18,9,46,5,30.48,1.59,150.81
19145,2022-03-19,9,81,1,32.97,5.21,27.76
19146,2023-10-31,20,49,3,16.75,2.85,47.4
19147,2024-12-17,2,22,4,33.49,1.47,132.49
19148,2023-02-06,15,51,5,19.53,3.08,94.57
19149,2024-07-12,14,23,1,25.88,2.37,23.51
19150,2024-02-06,1,69,5,13.27,1.58,64.77
19151,2023-04-01,5,79,3,34.86,1.51,103.07
19152,2024-08-23,1,31,2,28.76,2.36,55.16
19153,2024-11-11,12,89,3,46.9,3.45,137.25
19154,2024-05-10,6,48,3,11.99,1.59,34.38
19155,2022-05-16,7,13,5,6.61,0.21,32.84
19156,2022-11-02,8,58,4,20.63,0.69,81.83
19157,2023-02-17,14,97,4,12.08,1.45,46.87
19158,2022-05-22,20,46,3,30.48,1.21,90.23
19159,2022-04-02,3,40,2,10.11,1.33,18.89
19160,2023-08-13,9,31,4,28.76,0.62,114.42
19161,2024-11-25,6,40,4,10.11,1.66,38.78
19162,2022-03-27,18,55,4,37.66,3.19,147.45
19163,2022-04-15,5,97,2,12.08,2.07,22.09
19164,2022-09-04,7,1,3,42.31,0.4,126.53
19165,2023-05-01,13,74,4,43.36,7.69,165.75
19166,2023-10-25,18,41,1,15.61,0.77,14.84
19167,2023-03-13,4,6,1,34.57,6.28,28.29
19168,2022-02-16,15,76,3,25.58,0.13,76.61
19169,2022-11-04,20,76,1,25.58,4.19,21.39
19170,2023-02-26,3,19,1,48.57,5.77,42.8
19171,2024-09-14,18,63,1,20.15,3.88,16.27
19172,2024-05-15,2,60,3,8.24,1.5,23.22
19173,2024-07-19,2,9,2,28.54,5.1,51.98
19174,2022-10-02,3,87,1,9.08,0.66,8.42
19175,2023-07-27,8,46,1,30.48,5.8,24.68
19176,2023-04-28,13,46,2,30.48,4.6,56.36
19177,2023-03-21,8,35,5,16.15,1.34,79.41
19178,2024-07-01,15,74,2,43.36,7.12,79.6
19179,2022-12-28,6,5,3,18.65,1.24,54.71
19180,2024-09-26,11,69,2,13.27,2.42,24.12
19181,2022-02-08,1,27,4,29.45,3.49,114.31
19182,2022-03-17,4,39,3,32.78,2.58,95.76
19183,2024-01-30,16,41,3,15.61,1.82,45.01
19184,2022-07-23,3,57,1,39.74,1.79,37.95
19185,2022-07-22,11,12,4,11.01,1.25,42.79
19186,2022-06-27,8,4,4,45.62,7.56,174.92
19187,2022-05-22,20,5,1,18.65,3.12,15.53
19188,2023-02-10,9,89,4,46.9,0.78,186.82
19189,2022-12-30,3,59,2,41.33,2.04,80.62
19190,2023-05-26,17,82,1,30.89,2.67,28.22
19191,2022-07-19,15,98,3,10.82,1.85,30.61
19192,2022-11-30,12,12,5,11.01,1.17,53.88
19193,2024-08-30,19,10,2,26.45,2.79,50.11
19194,2023-07-30,11,79,3,34.86,1.99,102.59
19195,2023-11-04,14,81,1,32.97,1.67,31.3
19196,2023-07-05,18,36,4,38.04,3.62,148.54
19197,2022-06-21,14,24,2,46.96,6.83,87.09
19198,2023-09-10,16,95,2,24.14,3.25,45.03
19199,2023-04-29,10,60,2,8.24,0.59,15.89
19200,2022-04-08,15,72,4,5.33,0.97,20.35
19201,2023-01-24,12,2,4,22.76,4.06,86.98
19202,2023-02-14,19,62,4,25.71,0.61,102.23
19203,2023-04-29,12,99,4,27.38,2.31,107.21
19204,2023-10-24,20,65,2,45.47,0.53,90.41
19205,2022-04-14,8,62,2,25.71,3.35,48.07
19206,2023-09-12,7,30,3,10.63,1.08,30.81
19207,2022-03-31,10,87,1,9.08,0.92,8.16
19208,2022-12-21,20,10,3,26.45,4.59,74.76
19209,2022-02-26,20,9,4,28.54,2.5,111.66
